Original,Furigana,English,JLPT Level,Korean
括弧,かっこ,"parenthesis, brackets",N2,"괄호, 괄호"
活字,かつじ,printing type,N2,인쇄 유형
勝手に,かってに,"arbitrarily,",N2,"임의로,"
活躍,かつやく,"activity (esp. energetic or successful), great efforts, active participation",N2,"활동(특히 활력이 넘치거나 성공적인), 엄청난 노력, 적극적인 참여"
活力,かつりょく,"vitality, energy",N2,"활력, 에너지"
課程,かてい,"course, curriculum",N2,"코스, 커리큘럼"
仮名,かな,kana,N2,가나
仮名遣い,かなづかい,"kana orthography, syllabary spelling",N2,"가나 철자법, 음절 철자법"
鐘,かね,"bell (often a large hanging bell), chime",N2,"종(종종 큰 매달린 종), 차임벨"
加熱,かねつ,heating,N2,난방
兼ねる,かねる,to simultaneously serve two or more functions,N2,두 가지 이상의 기능을 동시에 수행하다
カバー,カバー,"cover (e.g., book)",N2,표지(예: 책)
過半数,かはんすう,majority,N2,다수
かび (～がはえる),かび (～がはえる),"mold, mildew",N2,"곰팡이, 곰팡이"
被せる,かぶせる,to cover (with something),N2,(무언가로) 덮다
釜,かま,"iron pot, kettle",N2,"쇠 냄비, 주전자"
構いません,かまいません,it's all right; one doesn’t mind,N2,괜찮아요. 하나는 신경 쓰지 않는다
紙屑,かみくず,wastepaper,N2,휴지
神様,かみさま,god,N2,하나님
剃刀,かみそり,razor,N2,면도칼
ガム,ガム,chewing gum,N2,껌
貨物,かもつ,"cargo, freight",N2,"화물, 화물"
歌謡,かよう,"song, ballad",N2,"노래, 발라드"
殻,から,"shell, husk, hull, pod, chaff",N2,"껍질, 껍질, 선체, 꼬투리, 왕겨"
カラー,カラー,"collar, color",N2,"칼라, 색상"
からかう,からかう,"to ridicule, to make fun of",N2,"비웃다, 조롱하다"
空っぽ,からっぽ,"empty, vacant, hollow",N2,"비어 있는, 비어 있는, 비어 있는"
かるた,かるた,playing cards (POR: carta),N2,카드 놀이 (POR: 카르타)
枯れる,かれる,"to wither, to die (plant), to be blasted (plant)",N2,"시들다, 죽다(식물), 폭발하다(식물)"
カロリー,カロリー,calorie,N2,칼로리
可愛がる,かわいがる,"to love, to be affectionate",N2,"사랑하다, 다정하게 굴다"
乾かす,かわかす,"to dry (clothes, etc.), to desiccate",N2,"(옷 등을) 말리다, 건조시키다"
為替,かわせ,"money order, exchange",N2,"우편환, 환전"
瓦,かわら,roof tile,N2,지붕 타일
間隔,かんかく,"space, interval space character, whitespace",N2,"공백, 간격 공백 문자, 공백"
換気,かんき,ventilation,N2,통풍
感激,かんげき,"deep emotion, impression, inspiration",N2,"깊은 감정, 감동, 영감"
関西,かんさい,"south-western half of Japan, including Osaka",N2,오사카를 포함한 일본 남서부 절반
元日,がんじつ,New Year's Day,N2,설날
鑑賞,かんしょう,appreciation,N2,감사
感ずる,かんずる,"to feel, to sense",N2,"느끼다, 감지하다"
間接,かんせつ,"indirect, indirectness",N2,"간접적인, 간접적인 것"
乾燥,かんそう,"dry, arid, insipid, dehydrated",N2,"건조한, 건조한, 무미건조한, 탈수된"
感想,かんそう,"impressions, thoughts, feelings, reactions",N2,"인상, 생각, 감정, 반응"
観測,かんそく,observation,N2,관찰
寒帯,かんたい,frigid zone,N2,추운 지역
勘違い,かんちがい,"misunderstanding, wrong guess",N2,"오해, 잘못된 추측"
官庁,かんちょう,"government office, authorities",N2,"관공서, 당국"
缶詰,かんづめ,"canning, canned goods,",N2,"통조림, 통조림,"
乾電池,かんでんち,"dry cell, battery",N2,"건전지, 배터리"
関東,かんとう,"eastern half of Japan, including Tokyo",N2,도쿄를 포함한 일본 동부
観念,かんねん,"idea, notion; sense",N2,"아이디어, 개념; 감각"
乾杯,かんぱい,Cheers! (a toast),N2,건배! (건배)
看板,かんばん,"sign, signboard",N2,"간판, 간판"
看病,かんびょう,nursing (a patient),N2,간호 (환자)
冠,かんむり,"crown, wreath",N2,"왕관, 화환"
漢和,かんわ,"Chinese Character-Japanese (e.g., dictionary)",N2,한자-일본어(예: 사전)
気圧,きあつ,atmospheric pressure,N2,기압
着替え,きがえ,"changing clothes, change of clothes",N2,"옷을 갈아입다, 옷을 갈아입다"
着替える,きがえる,to change (one's) clothes,N2,(사람의) 옷을 갈아입다
機関車,きかんしゃ,"locomotive, engine",N2,"기관차, 엔진"
飢饉,ききん,famine,N2,기근
器具,きぐ,instrument,N2,기구
期限,きげん,"term, period, time frame time limit, deadline, cutoff (date)",N2,"기간, 기간, 기간 기한, 마감일, 마감(날짜)"
記号,きごう,"symbol, code",N2,"상징, 코드"
刻む,きざむ,"to mince, to carve, to engrave",N2,"다지다, 조각하다, 새기다"
儀式,ぎしき,"ceremony, rite, ritual",N2,"의례, 의례, 의례"
基準,きじゅん,"standard, basis, criteria",N2,"표준, 기초, 기준"
規準,きじゅん,"standard, basis, criteria",N2,"표준, 기초, 기준"
起床,きしょう,"rising, getting out of bed",N2,"일어나기, 침대에서 일어나기"
着せる,きせる,to put on clothes,N2,옷을 입다
基礎,きそ,"foundation, basis",N2,"기초, 기초"
基地,きち,base,N2,베이스
きっかけ,きっかけ,"prompt, trigger, cue",N2,"프롬프트, 트리거, 신호"
切っ掛け,きっかけ,"chance, start, cue, excuse, motive, impetus, occassion",N2,"기회, 시작, 단서, 변명, 동기, 추진력, 사건"
ぎっしり,ぎっしり,"tightly, fully",N2,"단단히, 완전히"
基盤,きばん,"foundation, basis",N2,"기초, 기초"
客席,きゃくせき,guest seating,N2,손님 좌석
客間,きゃくま,"parlor, guest room",N2,"응접실, 손님방"
ギャング,ギャング,gang,N2,가다
キャンパス,キャンパス,campus,N2,교정
休業,きゅうぎょう,"closure, shutdown, holiday",N2,"폐쇄, 폐쇄, 휴일"
休講,きゅうこう,lecture canceled,N2,강의가 취소되었습니다
休息,きゅうそく,"rest, relief, relaxation",N2,"휴식, 안도감, 휴식"
給与,きゅうよ,salary,N2,샐러리
休養,きゅうよう,"rest, break, recreation",N2,"휴식, 휴식, 휴양"
清い,きよい,"clear, pure, noble",N2,"맑다, 순수하다, 고귀하다"
強化,きょうか,"strengthen, intensify, reinforce",N2,"강화하다, 강화하다, 강화하다"
境界,きょうかい,boundary,N2,경계
共産～,きょうさん～,communist ~,N2,공산주의자 ~
行事,ぎょうじ,"event, function",N2,"이벤트, 기능"
恐縮,きょうしゅく,sorry to trouble,N2,불편을 끼쳐드려 죄송합니다
教養,きょうよう,"culture, education, sophistication",N2,"문화, 교육, 세련"
行列,ぎょうれつ,"line, procession; matrix (math)",N2,"줄, 행렬; 행렬(수학)"
漁業,ぎょぎょう,fishing (industry),N2,낚시(산업)
曲線,きょくせん,curve,N2,곡선
規律,きりつ,"order, rules, law",N2,"질서, 규칙, 법"
斬る,きる,"to behead, to murder",N2,"참수하다, 살해하다"
気を付ける,きをつける,"to be careful, to pay attention, to take care",N2,"조심하다, 주의를 기울이다, 조심하다"
琴,きん,13-string Japanese zither,N2,13현 일본 치터
金魚,きんぎょ,goldfish,N2,금붕어
クーラー,クーラー,air conditioner,N2,에어컨
区域,くいき,"zone, district, area",N2,"구역, 구역, 지역"
空～,くう～,empty ~,N2,비어있다 ~
偶数,ぐうすう,even number,N2,우수
空想,くうそう,"daydream, fantasy",N2,"백일몽, 환상"
空中,くうちゅう,"sky, air",N2,"하늘, 공기"
釘,くぎ,nail,N2,못
区切る,くぎる,"to punctuate, to cut off, to mark off",N2,"구두점을 찍다, 잘라내다, 표시하다"
櫛,くし,comb,N2,빗
くしゃみ,くしゃみ,sneeze,N2,재채기
苦情,くじょう,"complaint, grievance, grumble",N2,"불만, 불만, 불평"
苦心,くしん,"pain, trouble",N2,"고통, 문제"
屑,くず,"waste, scrap",N2,"낭비, 스크랩"
崩す,くずす,"to destroy, to make change (money)",N2,"파괴하다, 변화시키다 (돈)"
薬指,くすりゆび,ring finger,N2,약지
崩れる,くずれる,"to collapse, to crumble",N2,"무너지다, 무너지다"
砕く,くだく,"to break, to smash",N2,"부수다, 부수다"
砕ける,くだける,"to break, to be broken",N2,"부서지다, 부서지다"
くたびれる,くたびれる,"to get tired, to wear out",N2,"지치게 하다, 지치게 하다"
くだらない,くだらない,"good-for-nothing, stupid, worthless",N2,"쓸모없는, 멍청한, 쓸모없는"
下る,くだる,"to descend, to go down, to come down",N2,"내려가다, 내려가다, 내려오다"
唇,くちびる,lip,N2,말뿐인
口紅,くちべに,lipstick,N2,입술 연지
くっつく,くっつく,"to adhere to, to keep close to",N2,"~을 고수하다, ~에 가까이 두다"
くっつける,くっつける,to attach,N2,부착하다
くどい,くどい,"verbose, importunate, heavy (taste)",N2,"장황한, 끈질긴, 무거운 (맛)"
句読点,くとうてん,punctuation marks,N2,구두점
配る,くばる,"to distribute, to deliver",N2,"배포하다, 전달하다"
工夫,くふう,"device, artifice, ingenuity",N2,"장치, 기교, 독창성"
区分,くぶん,"division, section, classification",N2,"구분, 구분, 분류"
組合せ,くみあわせ,combination,N2,콤비네이션
組み立てる,くみたてる,"to assemble, to set up, to construct",N2,"조립하다, 세우다, 건설하다"
悔やむ,くやむ,"to regret, to mourn",N2,"후회하다, 애도하다"
クリーニング,クリーニング,"cleaning, dry cleaning, laundry service",N2,"청소, 드라이클리닝, 세탁 서비스"
くるむ,くるむ,"to be enveloped by, to wrap up",N2,"에워싸다, 감싸다"
くれぐれも,くれぐれも,"repeatedly, sincerely, earnestly",N2,"거듭해서, 진심으로, 진심으로"
郡,ぐん,"district, county",N2,"지구, 카운티"
稽古,けいこ,"practice, training, study",N2,"연습, 훈련, 공부"
敬語,けいご,"honorific language (lit., respect language)",N2,"존경어 (lit., 존중 언어)"
蛍光灯,けいこうとう,fluorescent lamp,N2,형광등
形式,けいしき,"form, formality, format",N2,"형식, 형식, 형식"
継続,けいぞく,continuation,N2,계속
毛糸,けいと,knitting wool,N2,뜨개질 양모
経度,けいど,longitude,N2,경도
系統,けいとう,"system, genealogy",N2,"시스템, 계보"
芸能,げいのう,"public entertainment, performing arts",N2,"대중오락, 공연예술"
競馬,けいば,horse racing,N2,경마
警備,けいび,"defense, guard, policing, security",N2,"방어, 경비, 치안, 보안"
形容詞,けいようし,adjective,N2,형용사
形容動詞,けいようどうし,"adjectival noun, quasi-adjective",N2,"형용사, 준형용사"
外科,げか,surgical department,N2,외과
毛皮,けがわ,"fur, skin, pelt",N2,"모피, 피부, 펠트"
激増,げきぞう,sudden increase,N2,격증
下車,げしゃ,"alighting, getting off",N2,"하차, 하차"
下旬,げじゅん,month (last third of),N2,월(마지막 1/3)
下水,げすい,"drainage, sewage, ditch, gutter, sewerage",N2,"배수, 하수, 도랑, 홈통, 하수"
削る,けずる,"to cut down little by little, to take a percentage",N2,"조금씩 줄이다, 일정 비율을 차지하다"
桁,けた,"column, beam, digit",N2,"기둥, 보, 숫자"
下駄,げた,"(Japanese footwear), wooden clogs",N2,"(일본 신발), 나막신"
血圧,けつあつ,blood pressure,N2,혈압
月給,げっきゅう,monthly salary,N2,월급
傑作,けっさく,"masterpiece, best work",N2,"걸작, 최고의 작품"
月末,げつまつ,end of the month,N2,월말
気配,けはい,"indication, sign, hint",N2,"표시, 표시, 힌트"
下品,げひん,"vulgar, indecent, coarse",N2,"저속한, 음란한, 거친"
下品(な),げひん(な),vulgar,N2,저속한
煙い,けむい,smoky,N2,침침한
険しい,けわしい,"steep, rugged; severe",N2,가파르고 험난하다. 극심한
現～,げん～,"present, incumbent",N2,"현재, 현직"
見学,けんがく,"tour, study by observation",N2,"견학, 관찰로 공부하다"
謙虚,けんきょ,"modesty, humble",N2,"겸손, 겸손"
原稿,げんこう,"manuscript, copy",N2,"원고, 사본"
原産,げんさん,place of origin,N2,원산지
原始,げんし,"origin, primeval",N2,"기원, 원시"
研修,けんしゅう,training,N2,훈련
厳重,げんじゅう,"strict, severe, firm",N2,"엄격한, 엄격한, 확고한"
謙遜,けんそん,"humble, humility, modesty",N2,"겸손, 겸손, 겸허"
県庁,けんちょう,prefectural office,N2,현청
限度,げんど,"limit, bounds",N2,"한계, 경계"
現に,げんに,"actually, really",N2,"사실, 정말"
顕微鏡,けんびきょう,microscope,N2,현미경
懸命,けんめい,"eagerness, strenuous",N2,"열심, 분투하다"
原理,げんり,"principle, theory, fundamental truth",N2,"원리, 이론, 근본적인 진실"
原料,げんりょう,raw materials,N2,원료
碁,ご,go (board game),N2,가다(보드게임)
小～,こ～,small ~,N2,작은 ~
コース,コース,course,N2,강의
コーラス,コーラス,chorus,N2,합창
恋しい,こいしい,"dear, beloved; to miss",N2,"친애하는, 사랑하는; 그리워하다"
高～,こう～,high (level) ~,N2,높음 (수준) ~
工員,こういん,factory worker,N2,공장 노동자
強引,ごういん,"forcible, assertive, pushy",N2,"강압적인, 단호한, 강압적인"
公害,こうがい,"public nuisance, pollution",N2,"공공 폐해, 오염"
高級,こうきゅう,high class; first-rate,N2,고급; 일류
公共,こうきょう,"public, community, communal",N2,"대중, 커뮤니티, 공동"
工芸,こうげい,industrial arts,N2,공예
孝行,こうこう,filial piety,N2,효행
交差,こうさ,cross,N2,십자가
講師,こうし,lecturer,N2,강사
工事,こうじ,construction work,N2,건설 작업
公式,こうしき,"formula, formality, official",N2,"공식, 공식, 공식적인"
口実,こうじつ,excuse,N2,변명
こうして,こうして,"like this, with this",N2,"이렇게, 이것으로"
校舎,こうしゃ,"school building, schoolhouse",N2,"학교 건물, 학교"
